"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","83","LOGIN - Não deve realizar login sem enviar dados","chromium","2026-08-16","passed","2026-08-16","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","113","CREATE - Deve cadastrar produto","chromium","2026-08-16","passed","2026-08-16","CRUD Produto","produtos/crud.spec.js","",""
"","84","LOGIN - Não deve realizar login com senha vazia","chromium","2026-08-16","passed","2026-08-16","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","85","CREATE - Deve criar um usuário","chromium","2026-08-16","passed","2026-08-16","CRUD Usuário","user/crud.spec.js","",""
"","95","GET /usuarios","chromium","2026-08-16","passed","2026-08-16","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","83","LOGIN - Não deve realizar login sem informar e-mail","chromium","2026-08-16","passed","2026-08-16","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","101","DELETE - Deve excluir produto","chromium","2026-08-16","passed","2026-08-16","CRUD Produto","produtos/crud.spec.js","",""
"","86","LOGIN - Não deve realizar login com e-mail vazio","chromium","2026-08-16","passed","2026-08-16","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","108","UPDATE - Deve atualizar o usuário","chromium","2026-08-16","passed","2026-08-16","CRUD Usuário","user/crud.spec.js","",""
"","82","READ após UPDATE - Deve validar dados atualizados","chromium","2026-08-16","passed","2026-08-16","CRUD Usuário","user/crud.spec.js","",""
"","87","UPDATE - Deve atualizar produto","chromium","2026-08-16","passed","2026-08-16","CRUD Produto","produtos/crud.spec.js","",""
"","1058","LOGIN - Deve realizar login","chromium","2026-08-16","passed","2026-08-16","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","2422","READ - Deve listar o produto cadastrado","chromium","2026-08-16","passed","2026-08-16","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","85","CREATE - Deve criar usuário para login","chromium","2026-08-16","passed","2026-08-16","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","1446","READ - Deve listar usuário cadastrado","chromium","2026-08-16","passed","2026-08-16","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","2289","DELETE - Deve excluir o produto","chromium","2026-08-16","passed","2026-08-16","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","5270","CADASTRO E LOGIN DO USUÁRIO","chromium","2026-08-16","passed","2026-08-16","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","93","LOGIN - Deve realizar login com usuário criado","chromium","2026-08-16","passed","2026-08-16","Login usuário","user/login.spec.js","",""
"","81","LOGIN - Não deve realizar login com e-mail inexistente","chromium","2026-08-16","passed","2026-08-16","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","81","LOGIN - Não deve realizar login com formato de e-mail inválido","chromium","2026-08-16","passed","2026-08-16","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","1","LOGIN - Deve validar token gerado","chromium","2026-08-16","passed","2026-08-16","Login usuário","user/login.spec.js","",""
"","86","READ - Deve consultar o usuário criado","chromium","2026-08-16","passed","2026-08-16","CRUD Usuário","user/crud.spec.js","",""
"","101","LOGIN - Não deve realizar login sem informar senha","chromium","2026-08-16","passed","2026-08-16","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","82","READ - Deve consultar produto","chromium","2026-08-16","passed","2026-08-16","CRUD Produto","produtos/crud.spec.js","",""
"","667","GET /","chromium","2026-08-16","passed","2026-08-16","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","81","READ após DELETE","chromium","2026-08-16","passed","2026-08-16","CRUD Produto","produtos/crud.spec.js","",""
"","1","UPDATE - Deve alterar informações do usuário","chromium","2026-08-16","skipped","2026-08-16","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","82","CREATE - Deve criar usuário para login","chromium","2026-08-16","passed","2026-08-16","Login usuário","user/login.spec.js","",""
"","90","GET /usuarios","chromium","2026-08-16","passed","2026-08-16","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","91","LOGIN - Não deve realizar login com senha incorreta","chromium","2026-08-16","passed","2026-08-16","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","80","GET /produtos","chromium","2026-08-16","passed","2026-08-16","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","80","GET /produtos","chromium","2026-08-16","passed","2026-08-16","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","1171","CREATE - Deve validar usuário criado","chromium","2026-08-16","passed","2026-08-16","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","85","DELETE - Deve excluir o usuário","chromium","2026-08-16","passed","2026-08-16","CRUD Usuário","user/crud.spec.js","",""
"","85","READ após UPDATE","chromium","2026-08-16","passed","2026-08-16","CRUD Produto","produtos/crud.spec.js","",""
"","83","READ após DELETE - Deve validar que usuário foi removido","chromium","2026-08-16","passed","2026-08-16","CRUD Usuário","user/crud.spec.js","",""
"","1711","CREATE - Deve cadastrar produto usando token do login","chromium","2026-08-16","passed","2026-08-16","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","103","GET /","chromium","2026-08-16","passed","2026-08-16","Health Check - ServeRest","api/healthcheck.spec.ts","",""
