"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","90","LOGIN - Não deve realizar login com formato de e-mail inválido","chromium","2026-09-25","passed","2026-09-25","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","118","LOGIN - Não deve realizar login sem informar e-mail","chromium","2026-09-25","passed","2026-09-25","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","93","READ após UPDATE","chromium","2026-09-25","passed","2026-09-25","CRUD Produto","produtos/crud.spec.js","",""
"","96","UPDATE - Deve atualizar o usuário","chromium","2026-09-25","passed","2026-09-25","CRUD Usuário","user/crud.spec.js","",""
"","101","UPDATE - Deve atualizar produto","chromium","2026-09-25","passed","2026-09-25","CRUD Produto","produtos/crud.spec.js","",""
"","124","GET /usuarios","chromium","2026-09-25","passed","2026-09-25","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","94","READ após DELETE - Deve validar que usuário foi removido","chromium","2026-09-25","passed","2026-09-25","CRUD Usuário","user/crud.spec.js","",""
"","1332","CREATE - Deve validar usuário criado","chromium","2026-09-25","passed","2026-09-25","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","99","CREATE - Deve criar usuário para login","chromium","2026-09-25","passed","2026-09-25","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","121","GET /usuarios","chromium","2026-09-25","passed","2026-09-25","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","92","READ - Deve consultar produto","chromium","2026-09-25","passed","2026-09-25","CRUD Produto","produtos/crud.spec.js","",""
"","103","READ após DELETE","chromium","2026-09-25","passed","2026-09-25","CRUD Produto","produtos/crud.spec.js","",""
"","1","LOGIN - Deve validar token gerado","chromium","2026-09-25","passed","2026-09-25","Login usuário","user/login.spec.js","",""
"","103","LOGIN - Não deve realizar login sem enviar dados","chromium","2026-09-25","passed","2026-09-25","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","113","GET /produtos","chromium","2026-09-25","passed","2026-09-25","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","89","CREATE - Deve criar usuário para login","chromium","2026-09-25","passed","2026-09-25","Login usuário","user/login.spec.js","",""
"","104","READ após UPDATE - Deve validar dados atualizados","chromium","2026-09-25","passed","2026-09-25","CRUD Usuário","user/crud.spec.js","",""
"","96","CREATE - Deve criar um usuário","chromium","2026-09-25","passed","2026-09-25","CRUD Usuário","user/crud.spec.js","",""
"","1668","READ - Deve listar usuário cadastrado","chromium","2026-09-25","passed","2026-09-25","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","91","LOGIN - Deve realizar login com usuário criado","chromium","2026-09-25","passed","2026-09-25","Login usuário","user/login.spec.js","",""
"","116","GET /","chromium","2026-09-25","passed","2026-09-25","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","124","GET /produtos","chromium","2026-09-25","passed","2026-09-25","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","94","DELETE - Deve excluir o usuário","chromium","2026-09-25","passed","2026-09-25","CRUD Usuário","user/crud.spec.js","",""
"","1","UPDATE - Deve alterar informações do usuário","chromium","2026-09-25","skipped","2026-09-25","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","91","LOGIN - Não deve realizar login com e-mail inexistente","chromium","2026-09-25","passed","2026-09-25","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","92","LOGIN - Não deve realizar login com senha incorreta","chromium","2026-09-25","passed","2026-09-25","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","1253","LOGIN - Deve realizar login","chromium","2026-09-25","passed","2026-09-25","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","2834","DELETE - Deve excluir o produto","chromium","2026-09-25","passed","2026-09-25","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","98","LOGIN - Não deve realizar login sem informar senha","chromium","2026-09-25","passed","2026-09-25","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","95","LOGIN - Não deve realizar login com e-mail vazio","chromium","2026-09-25","passed","2026-09-25","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","120","CREATE - Deve cadastrar produto","chromium","2026-09-25","passed","2026-09-25","CRUD Produto","produtos/crud.spec.js","",""
"","95","DELETE - Deve excluir produto","chromium","2026-09-25","passed","2026-09-25","CRUD Produto","produtos/crud.spec.js","",""
"","89","LOGIN - Não deve realizar login com senha vazia","chromium","2026-09-25","passed","2026-09-25","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","656","GET /","chromium","2026-09-25","passed","2026-09-25","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","2562","READ - Deve listar o produto cadastrado","chromium","2026-09-25","passed","2026-09-25","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","5303","CADASTRO E LOGIN DO USUÁRIO","chromium","2026-09-25","passed","2026-09-25","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","1929","CREATE - Deve cadastrar produto usando token do login","chromium","2026-09-25","passed","2026-09-25","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","91","READ - Deve consultar o usuário criado","chromium","2026-09-25","passed","2026-09-25","CRUD Usuário","user/crud.spec.js","",""
