"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","LOGIN - Deve validar token gerado","chromium","2026-09-18","passed","2026-09-18","Login usuário","user/login.spec.js","",""
"","81","LOGIN - Não deve realizar login com senha incorreta","chromium","2026-09-18","passed","2026-09-18","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","84","READ - Deve consultar o usuário criado","chromium","2026-09-18","passed","2026-09-18","CRUD Usuário","user/crud.spec.js","",""
"","81","READ após DELETE","chromium","2026-09-18","passed","2026-09-18","CRUD Produto","produtos/crud.spec.js","",""
"","84","UPDATE - Deve atualizar produto","chromium","2026-09-18","passed","2026-09-18","CRUD Produto","produtos/crud.spec.js","",""
"","99","CREATE - Deve criar um usuário","chromium","2026-09-18","passed","2026-09-18","CRUD Usuário","user/crud.spec.js","",""
"","110","CREATE - Deve cadastrar produto","chromium","2026-09-18","passed","2026-09-18","CRUD Produto","produtos/crud.spec.js","",""
"","78","LOGIN - Não deve realizar login com formato de e-mail inválido","chromium","2026-09-18","passed","2026-09-18","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","89","GET /usuarios","chromium","2026-09-18","passed","2026-09-18","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","78","LOGIN - Não deve realizar login com senha vazia","chromium","2026-09-18","passed","2026-09-18","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","82","LOGIN - Não deve realizar login com e-mail inexistente","chromium","2026-09-18","passed","2026-09-18","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","82","LOGIN - Não deve realizar login com e-mail vazio","chromium","2026-09-18","passed","2026-09-18","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","5280","CADASTRO E LOGIN DO USUÁRIO","chromium","2026-09-18","passed","2026-09-18","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","89","LOGIN - Não deve realizar login sem informar e-mail","chromium","2026-09-18","passed","2026-09-18","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","76","LOGIN - Não deve realizar login sem enviar dados","chromium","2026-09-18","passed","2026-09-18","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","1","UPDATE - Deve alterar informações do usuário","chromium","2026-09-18","skipped","2026-09-18","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","87","GET /produtos","chromium","2026-09-18","passed","2026-09-18","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","82","DELETE - Deve excluir o usuário","chromium","2026-09-18","passed","2026-09-18","CRUD Usuário","user/crud.spec.js","",""
"","81","READ após UPDATE - Deve validar dados atualizados","chromium","2026-09-18","passed","2026-09-18","CRUD Usuário","user/crud.spec.js","",""
"","90","GET /usuarios","chromium","2026-09-18","passed","2026-09-18","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","87","CREATE - Deve criar usuário para login","chromium","2026-09-18","passed","2026-09-18","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","2239","CREATE - Deve cadastrar produto usando token do login","chromium","2026-09-18","passed","2026-09-18","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","78","CREATE - Deve criar usuário para login","chromium","2026-09-18","passed","2026-09-18","Login usuário","user/login.spec.js","",""
"","3000","READ - Deve listar o produto cadastrado","chromium","2026-09-18","passed","2026-09-18","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","81","LOGIN - Deve realizar login com usuário criado","chromium","2026-09-18","passed","2026-09-18","Login usuário","user/login.spec.js","",""
"","1890","READ - Deve listar usuário cadastrado","chromium","2026-09-18","passed","2026-09-18","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","1261","CREATE - Deve validar usuário criado","chromium","2026-09-18","passed","2026-09-18","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","95","GET /","chromium","2026-09-18","passed","2026-09-18","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","1389","LOGIN - Deve realizar login","chromium","2026-09-18","passed","2026-09-18","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","78","READ após DELETE - Deve validar que usuário foi removido","chromium","2026-09-18","passed","2026-09-18","CRUD Usuário","user/crud.spec.js","",""
"","84","READ - Deve consultar produto","chromium","2026-09-18","passed","2026-09-18","CRUD Produto","produtos/crud.spec.js","",""
"","96","GET /produtos","chromium","2026-09-18","passed","2026-09-18","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","90","UPDATE - Deve atualizar o usuário","chromium","2026-09-18","passed","2026-09-18","CRUD Usuário","user/crud.spec.js","",""
"","79","DELETE - Deve excluir produto","chromium","2026-09-18","passed","2026-09-18","CRUD Produto","produtos/crud.spec.js","",""
"","86","READ após UPDATE","chromium","2026-09-18","passed","2026-09-18","CRUD Produto","produtos/crud.spec.js","",""
"","81","LOGIN - Não deve realizar login sem informar senha","chromium","2026-09-18","passed","2026-09-18","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","633","GET /","chromium","2026-09-18","passed","2026-09-18","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","2681","DELETE - Deve excluir o produto","chromium","2026-09-18","passed","2026-09-18","CRUD Produtos","e2e/produtos/crud.spec.js","",""
