"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","75","CREATE - Deve criar usuário para login","chromium","2026-09-14","passed","2026-09-14","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","72","LOGIN - Não deve realizar login com e-mail inexistente","chromium","2026-09-14","passed","2026-09-14","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","1863","READ - Deve listar usuário cadastrado","chromium","2026-09-14","passed","2026-09-14","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","77","UPDATE - Deve atualizar o usuário","chromium","2026-09-14","passed","2026-09-14","CRUD Usuário","user/crud.spec.js","",""
"","111","GET /usuarios","chromium","2026-09-14","passed","2026-09-14","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","88","GET /","chromium","2026-09-14","passed","2026-09-14","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","75","GET /produtos","chromium","2026-09-14","passed","2026-09-14","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","1","LOGIN - Deve validar token gerado","chromium","2026-09-14","passed","2026-09-14","Login usuário","user/login.spec.js","",""
"","77","CREATE - Deve criar usuário para login","chromium","2026-09-14","passed","2026-09-14","Login usuário","user/login.spec.js","",""
"","118","GET /usuarios","chromium","2026-09-14","passed","2026-09-14","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","91","LOGIN - Não deve realizar login sem informar senha","chromium","2026-09-14","passed","2026-09-14","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","78","READ - Deve consultar produto","chromium","2026-09-14","passed","2026-09-14","CRUD Produto","produtos/crud.spec.js","",""
"","75","LOGIN - Não deve realizar login com senha vazia","chromium","2026-09-14","passed","2026-09-14","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","94","CREATE - Deve cadastrar produto","chromium","2026-09-14","passed","2026-09-14","CRUD Produto","produtos/crud.spec.js","",""
"","78","DELETE - Deve excluir produto","chromium","2026-09-14","passed","2026-09-14","CRUD Produto","produtos/crud.spec.js","",""
"","73","LOGIN - Não deve realizar login com formato de e-mail inválido","chromium","2026-09-14","passed","2026-09-14","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","1346","LOGIN - Deve realizar login","chromium","2026-09-14","passed","2026-09-14","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","74","LOGIN - Não deve realizar login sem enviar dados","chromium","2026-09-14","passed","2026-09-14","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","79","UPDATE - Deve atualizar produto","chromium","2026-09-14","passed","2026-09-14","CRUD Produto","produtos/crud.spec.js","",""
"","77","READ após UPDATE - Deve validar dados atualizados","chromium","2026-09-14","passed","2026-09-14","CRUD Usuário","user/crud.spec.js","",""
"","2767","DELETE - Deve excluir o produto","chromium","2026-09-14","passed","2026-09-14","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","75","READ após DELETE - Deve validar que usuário foi removido","chromium","2026-09-14","passed","2026-09-14","CRUD Usuário","user/crud.spec.js","",""
"","87","LOGIN - Não deve realizar login com senha incorreta","chromium","2026-09-14","passed","2026-09-14","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","78","LOGIN - Deve realizar login com usuário criado","chromium","2026-09-14","passed","2026-09-14","Login usuário","user/login.spec.js","",""
"","78","READ após UPDATE","chromium","2026-09-14","passed","2026-09-14","CRUD Produto","produtos/crud.spec.js","",""
"","77","GET /produtos","chromium","2026-09-14","passed","2026-09-14","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","79","CREATE - Deve criar um usuário","chromium","2026-09-14","passed","2026-09-14","CRUD Usuário","user/crud.spec.js","",""
"","81","READ - Deve consultar o usuário criado","chromium","2026-09-14","passed","2026-09-14","CRUD Usuário","user/crud.spec.js","",""
"","75","DELETE - Deve excluir o usuário","chromium","2026-09-14","passed","2026-09-14","CRUD Usuário","user/crud.spec.js","",""
"","78","LOGIN - Não deve realizar login sem informar e-mail","chromium","2026-09-14","passed","2026-09-14","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","71","LOGIN - Não deve realizar login com e-mail vazio","chromium","2026-09-14","passed","2026-09-14","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","80","READ após DELETE","chromium","2026-09-14","passed","2026-09-14","CRUD Produto","produtos/crud.spec.js","",""
"","5","UPDATE - Deve alterar informações do usuário","chromium","2026-09-14","skipped","2026-09-14","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","1420","CREATE - Deve validar usuário criado","chromium","2026-09-14","passed","2026-09-14","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","4838","CADASTRO E LOGIN DO USUÁRIO","chromium","2026-09-14","passed","2026-09-14","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","597","GET /","chromium","2026-09-14","passed","2026-09-14","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","1976","CREATE - Deve cadastrar produto usando token do login","chromium","2026-09-14","passed","2026-09-14","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","3040","READ - Deve listar o produto cadastrado","chromium","2026-09-14","passed","2026-09-14","CRUD Produtos","e2e/produtos/crud.spec.js","",""
