"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","89","LOGIN - Deve realizar login com usuário criado","chromium","2026-07-28","passed","2026-07-28","Login usuário","user/login.spec.js","",""
"","119","CREATE - Deve cadastrar produto","chromium","2026-07-28","passed","2026-07-28","CRUD Produto","produtos/crud.spec.js","",""
"","71","READ após DELETE - Deve validar que usuário foi removido","chromium","2026-07-28","passed","2026-07-28","CRUD Usuário","user/crud.spec.js","",""
"","76","CREATE - Deve criar usuário para login","chromium","2026-07-28","passed","2026-07-28","Login usuário","user/login.spec.js","",""
"","603","GET /","chromium","2026-07-28","passed","2026-07-28","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","82","READ após UPDATE","chromium","2026-07-28","passed","2026-07-28","CRUD Produto","produtos/crud.spec.js","",""
"","77","DELETE - Deve excluir produto","chromium","2026-07-28","passed","2026-07-28","CRUD Produto","produtos/crud.spec.js","",""
"","81","GET /produtos","chromium","2026-07-28","passed","2026-07-28","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","1","LOGIN - Deve validar token gerado","chromium","2026-07-28","passed","2026-07-28","Login usuário","user/login.spec.js","",""
"","90","GET /usuarios","chromium","2026-07-28","passed","2026-07-28","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","102","UPDATE - Deve atualizar o usuário","chromium","2026-07-28","passed","2026-07-28","CRUD Usuário","user/crud.spec.js","",""
"","88","UPDATE - Deve atualizar produto","chromium","2026-07-28","passed","2026-07-28","CRUD Produto","produtos/crud.spec.js","",""
"","79","DELETE - Deve excluir o usuário","chromium","2026-07-28","passed","2026-07-28","CRUD Usuário","user/crud.spec.js","",""
"","82","CREATE - Deve criar um usuário","chromium","2026-07-28","passed","2026-07-28","CRUD Usuário","user/crud.spec.js","",""
"","87","READ - Deve consultar produto","chromium","2026-07-28","passed","2026-07-28","CRUD Produto","produtos/crud.spec.js","",""
"","77","READ após DELETE","chromium","2026-07-28","passed","2026-07-28","CRUD Produto","produtos/crud.spec.js","",""
"","91","READ - Deve consultar o usuário criado","chromium","2026-07-28","passed","2026-07-28","CRUD Usuário","user/crud.spec.js","",""
"","77","READ após UPDATE - Deve validar dados atualizados","chromium","2026-07-28","passed","2026-07-28","CRUD Usuário","user/crud.spec.js","",""
