"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1358","LOGIN - Deve realizar login","chromium","2026-09-09","passed","2026-09-09","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","104","CREATE - Deve criar um usuário","chromium","2026-09-09","passed","2026-09-09","CRUD Usuário","user/crud.spec.js","",""
"","1783","READ - Deve listar usuário cadastrado","chromium","2026-09-09","passed","2026-09-09","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","1","UPDATE - Deve alterar informações do usuário","chromium","2026-09-09","skipped","2026-09-09","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","132","LOGIN - Deve realizar login com usuário criado","chromium","2026-09-09","passed","2026-09-09","Login usuário","user/login.spec.js","",""
"","86","READ - Deve consultar o usuário criado","chromium","2026-09-09","passed","2026-09-09","CRUD Usuário","user/crud.spec.js","",""
"","108","GET /","chromium","2026-09-09","passed","2026-09-09","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","95","UPDATE - Deve atualizar produto","chromium","2026-09-09","passed","2026-09-09","CRUD Produto","produtos/crud.spec.js","",""
"","84","READ após UPDATE - Deve validar dados atualizados","chromium","2026-09-09","passed","2026-09-09","CRUD Usuário","user/crud.spec.js","",""
"","89","LOGIN - Não deve realizar login com formato de e-mail inválido","chromium","2026-09-09","passed","2026-09-09","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","101","LOGIN - Não deve realizar login com senha vazia","chromium","2026-09-09","passed","2026-09-09","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","88","READ após UPDATE","chromium","2026-09-09","passed","2026-09-09","CRUD Produto","produtos/crud.spec.js","",""
"","94","CREATE - Deve criar usuário para login","chromium","2026-09-09","passed","2026-09-09","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","94","GET /produtos","chromium","2026-09-09","passed","2026-09-09","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","85","READ após DELETE - Deve validar que usuário foi removido","chromium","2026-09-09","passed","2026-09-09","CRUD Usuário","user/crud.spec.js","",""
"","85","LOGIN - Não deve realizar login com e-mail inexistente","chromium","2026-09-09","passed","2026-09-09","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","4518","CADASTRO E LOGIN DO USUÁRIO","chromium","2026-09-09","passed","2026-09-09","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","88","UPDATE - Deve atualizar o usuário","chromium","2026-09-09","passed","2026-09-09","CRUD Usuário","user/crud.spec.js","",""
"","105","GET /usuarios","chromium","2026-09-09","passed","2026-09-09","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","203","CREATE - Deve criar usuário para login","chromium","2026-09-09","passed","2026-09-09","Login usuário","user/login.spec.js","",""
"","2246","CREATE - Deve cadastrar produto usando token do login","chromium","2026-09-09","passed","2026-09-09","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","92","GET /produtos","chromium","2026-09-09","passed","2026-09-09","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","92","LOGIN - Não deve realizar login com senha incorreta","chromium","2026-09-09","passed","2026-09-09","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","96","LOGIN - Não deve realizar login sem enviar dados","chromium","2026-09-09","passed","2026-09-09","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","100","READ - Deve consultar produto","chromium","2026-09-09","passed","2026-09-09","CRUD Produto","produtos/crud.spec.js","",""
"","4","LOGIN - Deve validar token gerado","chromium","2026-09-09","passed","2026-09-09","Login usuário","user/login.spec.js","",""
"","94","DELETE - Deve excluir produto","chromium","2026-09-09","passed","2026-09-09","CRUD Produto","produtos/crud.spec.js","",""
"","109","CREATE - Deve cadastrar produto","chromium","2026-09-09","passed","2026-09-09","CRUD Produto","produtos/crud.spec.js","",""
"","110","GET /usuarios","chromium","2026-09-09","passed","2026-09-09","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","89","DELETE - Deve excluir o usuário","chromium","2026-09-09","passed","2026-09-09","CRUD Usuário","user/crud.spec.js","",""
"","98","LOGIN - Não deve realizar login sem informar e-mail","chromium","2026-09-09","passed","2026-09-09","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","677","GET /","chromium","2026-09-09","passed","2026-09-09","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","88","LOGIN - Não deve realizar login sem informar senha","chromium","2026-09-09","passed","2026-09-09","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","2913","READ - Deve listar o produto cadastrado","chromium","2026-09-09","passed","2026-09-09","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","88","READ após DELETE","chromium","2026-09-09","passed","2026-09-09","CRUD Produto","produtos/crud.spec.js","",""
"","1296","CREATE - Deve validar usuário criado","chromium","2026-09-09","passed","2026-09-09","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","118","LOGIN - Não deve realizar login com e-mail vazio","chromium","2026-09-09","passed","2026-09-09","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","2327","DELETE - Deve excluir o produto","chromium","2026-09-09","passed","2026-09-09","CRUD Produtos","e2e/produtos/crud.spec.js","",""
