"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","111","CREATE - Deve cadastrar produto","chromium","2026-08-17","passed","2026-08-17","CRUD Produto","produtos/crud.spec.js","",""
"","1320","CREATE - Deve validar usuário criado","chromium","2026-08-17","passed","2026-08-17","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","155","GET /usuarios","chromium","2026-08-17","passed","2026-08-17","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","75","LOGIN - Não deve realizar login sem enviar dados","chromium","2026-08-17","passed","2026-08-17","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","163","GET /usuarios","chromium","2026-08-17","passed","2026-08-17","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","2467","DELETE - Deve excluir o produto","chromium","2026-08-17","passed","2026-08-17","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","85","DELETE - Deve excluir produto","chromium","2026-08-17","passed","2026-08-17","CRUD Produto","produtos/crud.spec.js","",""
"","73","LOGIN - Não deve realizar login com e-mail inexistente","chromium","2026-08-17","passed","2026-08-17","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","1315","LOGIN - Deve realizar login","chromium","2026-08-17","passed","2026-08-17","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","77","LOGIN - Deve realizar login com usuário criado","chromium","2026-08-17","passed","2026-08-17","Login usuário","user/login.spec.js","",""
"","2667","READ - Deve listar o produto cadastrado","chromium","2026-08-17","passed","2026-08-17","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","93","CREATE - Deve criar usuário para login","chromium","2026-08-17","passed","2026-08-17","Login usuário","user/login.spec.js","",""
"","76","LOGIN - Não deve realizar login com e-mail vazio","chromium","2026-08-17","passed","2026-08-17","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","88","CREATE - Deve criar usuário para login","chromium","2026-08-17","passed","2026-08-17","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","100","GET /","chromium","2026-08-17","passed","2026-08-17","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","83","UPDATE - Deve atualizar produto","chromium","2026-08-17","passed","2026-08-17","CRUD Produto","produtos/crud.spec.js","",""
"","77","READ após UPDATE - Deve validar dados atualizados","chromium","2026-08-17","passed","2026-08-17","CRUD Usuário","user/crud.spec.js","",""
"","73","CREATE - Deve criar um usuário","chromium","2026-08-17","passed","2026-08-17","CRUD Usuário","user/crud.spec.js","",""
"","71","LOGIN - Não deve realizar login sem informar e-mail","chromium","2026-08-17","passed","2026-08-17","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","2029","READ - Deve listar usuário cadastrado","chromium","2026-08-17","passed","2026-08-17","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","659","GET /","chromium","2026-08-17","passed","2026-08-17","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","80","READ - Deve consultar produto","chromium","2026-08-17","passed","2026-08-17","CRUD Produto","produtos/crud.spec.js","",""
"","75","LOGIN - Não deve realizar login com formato de e-mail inválido","chromium","2026-08-17","passed","2026-08-17","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","1","UPDATE - Deve alterar informações do usuário","chromium","2026-08-17","skipped","2026-08-17","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","70","LOGIN - Não deve realizar login com senha incorreta","chromium","2026-08-17","passed","2026-08-17","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","82","READ após DELETE - Deve validar que usuário foi removido","chromium","2026-08-17","passed","2026-08-17","CRUD Usuário","user/crud.spec.js","",""
"","80","DELETE - Deve excluir o usuário","chromium","2026-08-17","passed","2026-08-17","CRUD Usuário","user/crud.spec.js","",""
"","75","UPDATE - Deve atualizar o usuário","chromium","2026-08-17","passed","2026-08-17","CRUD Usuário","user/crud.spec.js","",""
"","76","READ após DELETE","chromium","2026-08-17","passed","2026-08-17","CRUD Produto","produtos/crud.spec.js","",""
"","84","READ - Deve consultar o usuário criado","chromium","2026-08-17","passed","2026-08-17","CRUD Usuário","user/crud.spec.js","",""
"","2059","CREATE - Deve cadastrar produto usando token do login","chromium","2026-08-17","passed","2026-08-17","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","76","GET /produtos","chromium","2026-08-17","passed","2026-08-17","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","5552","CADASTRO E LOGIN DO USUÁRIO","chromium","2026-08-17","passed","2026-08-17","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","1","LOGIN - Deve validar token gerado","chromium","2026-08-17","passed","2026-08-17","Login usuário","user/login.spec.js","",""
"","96","LOGIN - Não deve realizar login sem informar senha","chromium","2026-08-17","passed","2026-08-17","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","81","READ após UPDATE","chromium","2026-08-17","passed","2026-08-17","CRUD Produto","produtos/crud.spec.js","",""
"","73","GET /produtos","chromium","2026-08-17","passed","2026-08-17","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","76","LOGIN - Não deve realizar login com senha vazia","chromium","2026-08-17","passed","2026-08-17","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
