"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34","LOGIN - Não deve realizar login sem informar e-mail","chromium","2026-09-01","passed","2026-09-01","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","31","LOGIN - Não deve realizar login sem enviar dados","chromium","2026-09-01","passed","2026-09-01","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","37","GET /usuarios","chromium","2026-09-01","passed","2026-09-01","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","1217","CREATE - Deve validar usuário criado","chromium","2026-09-01","passed","2026-09-01","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","31","GET /produtos","chromium","2026-09-01","passed","2026-09-01","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","2800","READ - Deve listar o produto cadastrado","chromium","2026-09-01","passed","2026-09-01","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","1560","READ - Deve listar usuário cadastrado","chromium","2026-09-01","passed","2026-09-01","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","52","READ - Deve consultar produto","chromium","2026-09-01","passed","2026-09-01","CRUD Produto","produtos/crud.spec.js","",""
"","32","LOGIN - Não deve realizar login com e-mail vazio","chromium","2026-09-01","passed","2026-09-01","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","31","UPDATE - Deve atualizar o usuário","chromium","2026-09-01","passed","2026-09-01","CRUD Usuário","user/crud.spec.js","",""
"","36","CREATE - Deve criar usuário para login","chromium","2026-09-01","passed","2026-09-01","Login usuário","user/login.spec.js","",""
"","35","DELETE - Deve excluir produto","chromium","2026-09-01","passed","2026-09-01","CRUD Produto","produtos/crud.spec.js","",""
"","1","LOGIN - Deve validar token gerado","chromium","2026-09-01","passed","2026-09-01","Login usuário","user/login.spec.js","",""
"","2541","DELETE - Deve excluir o produto","chromium","2026-09-01","passed","2026-09-01","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","1989","CREATE - Deve cadastrar produto usando token do login","chromium","2026-09-01","passed","2026-09-01","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","29","DELETE - Deve excluir o usuário","chromium","2026-09-01","passed","2026-09-01","CRUD Usuário","user/crud.spec.js","",""
"","1","UPDATE - Deve alterar informações do usuário","chromium","2026-09-01","skipped","2026-09-01","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","32","READ após DELETE","chromium","2026-09-01","passed","2026-09-01","CRUD Produto","produtos/crud.spec.js","",""
"","39","LOGIN - Deve realizar login com usuário criado","chromium","2026-09-01","passed","2026-09-01","Login usuário","user/login.spec.js","",""
"","45","GET /","chromium","2026-09-01","passed","2026-09-01","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","41","LOGIN - Não deve realizar login com e-mail inexistente","chromium","2026-09-01","passed","2026-09-01","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","35","LOGIN - Não deve realizar login com senha vazia","chromium","2026-09-01","passed","2026-09-01","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","32","LOGIN - Não deve realizar login com formato de e-mail inválido","chromium","2026-09-01","passed","2026-09-01","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","35","READ - Deve consultar o usuário criado","chromium","2026-09-01","passed","2026-09-01","CRUD Usuário","user/crud.spec.js","",""
"","31","CREATE - Deve criar usuário para login","chromium","2026-09-01","passed","2026-09-01","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","35","LOGIN - Não deve realizar login sem informar senha","chromium","2026-09-01","passed","2026-09-01","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","31","READ após UPDATE - Deve validar dados atualizados","chromium","2026-09-01","passed","2026-09-01","CRUD Usuário","user/crud.spec.js","",""
"","37","GET /usuarios","chromium","2026-09-01","passed","2026-09-01","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","491","GET /","chromium","2026-09-01","passed","2026-09-01","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","35","READ após DELETE - Deve validar que usuário foi removido","chromium","2026-09-01","passed","2026-09-01","CRUD Usuário","user/crud.spec.js","",""
"","33","READ após UPDATE","chromium","2026-09-01","passed","2026-09-01","CRUD Produto","produtos/crud.spec.js","",""
"","1299","LOGIN - Deve realizar login","chromium","2026-09-01","passed","2026-09-01","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","41","UPDATE - Deve atualizar produto","chromium","2026-09-01","passed","2026-09-01","CRUD Produto","produtos/crud.spec.js","",""
"","33","LOGIN - Não deve realizar login com senha incorreta","chromium","2026-09-01","passed","2026-09-01","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","65","CREATE - Deve cadastrar produto","chromium","2026-09-01","passed","2026-09-01","CRUD Produto","produtos/crud.spec.js","",""
"","5004","CADASTRO E LOGIN DO USUÁRIO","chromium","2026-09-01","passed","2026-09-01","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","30","GET /produtos","chromium","2026-09-01","passed","2026-09-01","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","36","CREATE - Deve criar um usuário","chromium","2026-09-01","passed","2026-09-01","CRUD Usuário","user/crud.spec.js","",""
