"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","79","READ - Deve consultar produto","chromium","2026-09-11","passed","2026-09-11","CRUD Produto","produtos/crud.spec.js","",""
"","2457","READ - Deve listar o produto cadastrado","chromium","2026-09-11","passed","2026-09-11","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","74","LOGIN - Deve realizar login com usuário criado","chromium","2026-09-11","passed","2026-09-11","Login usuário","user/login.spec.js","",""
"","90","GET /usuarios","chromium","2026-09-11","passed","2026-09-11","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","80","UPDATE - Deve atualizar produto","chromium","2026-09-11","passed","2026-09-11","CRUD Produto","produtos/crud.spec.js","",""
"","76","LOGIN - Não deve realizar login sem informar e-mail","chromium","2026-09-11","passed","2026-09-11","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","2022","READ - Deve listar usuário cadastrado","chromium","2026-09-11","passed","2026-09-11","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","88","GET /","chromium","2026-09-11","passed","2026-09-11","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","88","GET /usuarios","chromium","2026-09-11","passed","2026-09-11","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","2303","DELETE - Deve excluir o produto","chromium","2026-09-11","passed","2026-09-11","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","82","GET /produtos","chromium","2026-09-11","passed","2026-09-11","Health Check - ServeRest","api/healthcheck.spec.ts","",""
"","76","LOGIN - Não deve realizar login com formato de e-mail inválido","chromium","2026-09-11","passed","2026-09-11","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","82","LOGIN - Não deve realizar login com senha incorreta","chromium","2026-09-11","passed","2026-09-11","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","78","DELETE - Deve excluir produto","chromium","2026-09-11","passed","2026-09-11","CRUD Produto","produtos/crud.spec.js","",""
"","1859","CREATE - Deve cadastrar produto usando token do login","chromium","2026-09-11","passed","2026-09-11","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","77","LOGIN - Não deve realizar login com e-mail vazio","chromium","2026-09-11","passed","2026-09-11","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","78","LOGIN - Não deve realizar login com e-mail inexistente","chromium","2026-09-11","passed","2026-09-11","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","78","CREATE - Deve criar usuário para login","chromium","2026-09-11","passed","2026-09-11","Login usuário","user/login.spec.js","",""
"","99","READ após UPDATE - Deve validar dados atualizados","chromium","2026-09-11","passed","2026-09-11","CRUD Usuário","user/crud.spec.js","",""
"","79","LOGIN - Não deve realizar login sem informar senha","chromium","2026-09-11","passed","2026-09-11","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","1","UPDATE - Deve alterar informações do usuário","chromium","2026-09-11","skipped","2026-09-11","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","76","READ após DELETE","chromium","2026-09-11","passed","2026-09-11","CRUD Produto","produtos/crud.spec.js","",""
"","80","READ - Deve consultar o usuário criado","chromium","2026-09-11","passed","2026-09-11","CRUD Usuário","user/crud.spec.js","",""
"","103","CREATE - Deve cadastrar produto","chromium","2026-09-11","passed","2026-09-11","CRUD Produto","produtos/crud.spec.js","",""
"","1","LOGIN - Deve validar token gerado","chromium","2026-09-11","passed","2026-09-11","Login usuário","user/login.spec.js","",""
"","1214","LOGIN - Deve realizar login","chromium","2026-09-11","passed","2026-09-11","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","152","UPDATE - Deve atualizar o usuário","chromium","2026-09-11","passed","2026-09-11","CRUD Usuário","user/crud.spec.js","",""
"","75","CREATE - Deve criar usuário para login","chromium","2026-09-11","passed","2026-09-11","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","83","GET /produtos","chromium","2026-09-11","passed","2026-09-11","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","1133","CREATE - Deve validar usuário criado","chromium","2026-09-11","passed","2026-09-11","CRUD Usuário","e2e/usuarios/crud.spec.js","",""
"","86","LOGIN - Não deve realizar login com senha vazia","chromium","2026-09-11","passed","2026-09-11","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","91","DELETE - Deve excluir o usuário","chromium","2026-09-11","passed","2026-09-11","CRUD Usuário","user/crud.spec.js","",""
"","79","LOGIN - Não deve realizar login sem enviar dados","chromium","2026-09-11","passed","2026-09-11","Cenários Negativos para o Login","user/login-negativo.spec.js","",""
"","4720","CADASTRO E LOGIN DO USUÁRIO","chromium","2026-09-11","passed","2026-09-11","CRUD Produtos","e2e/produtos/crud.spec.js","",""
"","76","READ após UPDATE","chromium","2026-09-11","passed","2026-09-11","CRUD Produto","produtos/crud.spec.js","",""
"","77","READ após DELETE - Deve validar que usuário foi removido","chromium","2026-09-11","passed","2026-09-11","CRUD Usuário","user/crud.spec.js","",""
"","628","GET /","chromium","2026-09-11","passed","2026-09-11","Health Check - ServeRest","api/healthcheck.spec.js","",""
"","87","CREATE - Deve criar um usuário","chromium","2026-09-11","passed","2026-09-11","CRUD Usuário","user/crud.spec.js","",""
